genre	espece	autorite	statut	id	id_espece
Pista	cristata	(Müller, 1776)	t	523	362
Thelepus	cincinnatus	(Fabricius, 1780)	t	524	363
Thelepus	setosus	(de Quatrefages, 1866)	t	525	364
Thelepus	triserialis		t	526	365
Streblosoma	bairdi	(Malmgren, 1866)	t	527	366
Polycirrus	aurantiacus	Grube, 1860	t	528	367
Polycirrus	caliendrum	de Claparède, 1868	t	529	353
Polycirrus	tenuisetis	Langerhans, 1880	t	530	351
Polycirrus	denticulatus	Langerhans, 1880	t	531	19
Polycirrus	haematodes	de Calparède, 1864	t	532	338
Trichobranchus	glacialis	Malmgren, 1866	t	533	25
Terebellides	stroemii	Sars, 1835	t	534	368
Terebellides	stroemi		f	535	368
Psammodrilus	balanoglossoides	Swedmark, 1852	t	536	339
Psammodriloides	fauveli	Swedmark, 1958	t	537	355
Sabella	pavonina	de Savigny, 1822	t	538	370
Sabella	spallanzanii	Gmelin, 1788	t	539	373
Spirographis	spallanzanii		f	540	373
Bispira	volutacornis	(Montagu, 1804)	t	541	374
Pseudopotamilla	reniformis	(Bruguière, 1789)	t	542	376
Potamilla	reniformis		f	543	376
Perkinsiana	rubra	(Langerhans, 1880)	t	544	377
Potamilla	torelli		f	545	377
Megalomma	vesiculum	(Montagu, 1815)	t	546	378
Branchiomma	vesiculosum		f	547	378
Sabella	discifera	(Grube, 1874)	t	548	379
Branchiomma	linaresi		f	549	379
Branchiomma	bombyx	(Dallyel, 1853)	t	550	380
Dasychone	bombyx		f	551	380
Branchiomma	lucullanum	(Delle Chiaje, 1828)	t	552	382
Dasychone	lucullana		f	553	382
Amphiglena	mediterranea	(Leydig, 1851)	t	554	384
Fabricia	stellaris stellaris	(O.F. Müller, 1774)	t	555	385
Fabricia	sabella		f	556	385
Manayunkia	aestuarina	Bourne, 1883	t	557	386
Oridia	armandi		f	558	387
Oriopsis	metchnikowi	Caullery & Mesnil, 1896	t	559	331
Jasmineira	elegans	de Saint-Joseph, 1894	t	560	375
Jasmineira	caudata	Langerhans,1880	t	561	13
Euchone	rubrocincta	(Sars, 1861)	t	562	189
Chone	infundibuliformis		t	563	298
Chone	filicaudata	Southern, 1914	t	564	316
Myxicola	infundibulum	(Renier, 1804)	t	565	388
Myxicola	aesthetica	(de Claparède, 1870)	t	566	389
Serpula	vermicularis	Linnaeus, 1767	t	567	390
Hydroides	norvegicus	(Gunnerus, 1768)	t	568	391
Vermiliopsis	infundibulum	(Gmelin, 1788)	t	569	392
Vermiliopsis	striaticeps	(Grube, 1862)	t	570	393
Vermiliopsis	langerhansi		f	571	393
Pomatoceros	triqueter	(Linnaeus, 1767)	t	572	352
Pomatoceros	lamarcki	(de Quatrefages, 1866)	t	573	381
Filograna	implexa	M. Berkeley, 1828	t	574	394
Salmacina	dysteri	(Huxley, 1855)	t	575	396
Josephella	marenzelleri	Caullery & Mesnil, 1896	t	576	397
Protula	tubularia	(Montagu, 1803)	t	577	371
Protula	intestinum	(Savigny, 1818)	t	578	372
Apomatus	similis	(Marion & Bobretzky, 1875)	t	579	323
Paralaeospira	vitrea	(Fabricius, 1780)	t	580	398
Paradexiospira	vitrea		f	581	398
Circeis	spirillum	(Linneaus, 1758)	t	582	399
Dexiospira	spirilla		f	583	399
Circeis	armoricana	de Saint-Joseph, 1894	t	584	12
Janua (Dexiospira)	pagenstecheri	(de Quatrefages, 1866)	t	585	402
Dexiospira	pagenstecheri		f	586	402
Dexiospira	pusilloides		f	587	402
Neodexiospira	pseudocorrugata	(Bush, 1904)	t	588	359
Dexiospira	corrugata		f	589	359
Leodora	laevis	de Quatrefages, 1866	t	590	403
Spirorbis (Leodora)	laevis		f	591	403
Spirorbis	spirorbis	Linnaeus, 1758	t	592	404
Spirorbis (Laeospira)	borealis		f	593	404
Paralaeospira	malardi	Linnaeus, 1758	t	594	405
Protolaeospira	striata	(Quièvreux, 1963)	t	595	406
Paralaeospira	striata		f	596	406
Pileolaria	militaris	(de Claparède, 1868)	t	597	407
Spirorbis (Laeospira)	mediterraneus		f	598	407
Spirorbis (Laeospira)	militaris	(de Claparède, 1868)	f	599	407
Spirorbis	inornatus	L'Hardy & Quiévreux, 1962	t	600	408
Spirorbis (Laeospira)	inornatus		f	601	408
Spirorbis (Laeospira)	corallinae f. reptans	L'Hardy & Quiévreux, 1962	f	602	408
Spirorbis	rupestris	Gee & Knight-Jones, 1962	t	603	395
Spirorbis (Laeospira)	rupestris		f	604	395
Spirorbis (Laeospira)	cornu-arietis		f	605	383
Laeospira	cornuarietis		t	606	383
Jugaria	granulata	(Linneaus, 1767)	t	607	409
Spirorbis	granulata	(Linnaeus, 1767)	f	608	409
Spirorbis	tridentatus	Levinsen, 1883	t	609	410
Spirorbis (Laeospira)	tridentatus		f	610	410
Spirorbis	corallinae forma scandens	L'Hardy & Quiévreux, 1962	t	611	356
Spirorbis	corallinae		f	612	356
Eulalia	splendens		t	613	369
Eulalia	rubiginosa		t	614	267
Praxillura	longissima	Arwidsson, 1906	t	615	283
Spio	filicornis	(O.F. Müller, 1766)	f	616	278
Protodrilus	adhaerens gracilis	Jouin in Cabioch, L'Hardy & Rullier, 1968	t	617	31
Acidostoma	obesum	(Bate et Westwood, 1861)	t	618	529
Cheirocratus	sundevallii	(Rathke, 1843)	t	619	505
Hyale	nilssoni var. stebbingi	Chevreux, 1888		620	536
Acidostoma	laticorne	Sars, 1879	f	621	529
Perrierella	audouiniana	(Bate, 1857)	t	622	429
Normanion	chevreuxi	Diviacco & Vader, 1988	t	623	426
Normanion	quadrimanus	(Bate & Westwood, 1868)	f	624	426
Nannonyx	goesi	(Boeck, 1871)	t	625	430
Lysianassa	ceratina	(Walker, 1889)	t	626	432
Lysianassa	plumosa	Boeck, 1871	t	627	433
Ichnopus	spinicornis	Boeck, 1861	t	628	419
Socarnes	erythrophthalmus	Robertson, 1892	t	629	434
Hippomedon	denticulatus	(Bate, 1857)	t	630	435
Orchomene	humilis	(Costa, 1853)	t	631	436
Orchomene	similis	Chevreux, 1912	t	632	437
Tryphosella	sarsi	Bonnier, 1893	t	633	413
Orchomenella	nana	(Kröyer, 1846)	t	634	438
Tryphosa	grandimana	Chevreux & Fage, 1925 	f	635	413
Ampelisca	brevicornis	(Costa, 1853)	t	636	439
Ampelisca	spinipes	Boeck, 1860	t	637	440
Ampelisca	spinimana	Chevreux, 1887	t	638	441
Ampelisca	tenuicornis	Liljeborg, 1855	t	639	442
Ampelisca	typica	(Bate, 1856)	t	640	443
Ampelisca	sarsi	Chevreux, 1887	t	641	444
Ampelisca	spooneri	Dauvin & Bellan-Santini 1982	t	642	445
Ampelisca	armoricana	Bellan-Santini & Dauvin 1981	t	643	446
Ampelisca	diadema	Dauvin & Gentil 1979	t	644	447
Bathyporeia	guilliamsoniana	(Bate, 1856)	t	645	448
Bathyporeia	elegans	Watkin, 1938	t	646	449
Bathyporeia	pelagica	(Bate, 1856)	t	647	451
Bathyporeia	tenuipes	Meinert, 1877	t	648	415
Bathyporeia	pilosa	Lindström, 1855	t	649	416
Bathyporeia	sarsi	Watkin, 1938	t	650	425
Haustorius	arenarius	(Slabber, 1769)	t	651	452
Monoculodes	tuberculatus	Boeck, 1871	t	652	422
Urothoe	marina	(Bate, 1857)	t	653	423
Urothoe	pulchella	(Costa, 1853)	t	654	453
Urothoe	poseidonis	Reibish, 1905	t	655	455
Urothoe	grimaldii	Chevreux, 1895	t	656	454
Urothoe	grimaldii var. poseidonis	Reibish, 1905	f	657	455
Urothoe	brevicornis	Bate, 1861	t	658	456
Urothoe	elegans	Bate, 1856	t	659	457
Parametaphoxus	fultoni	(Scott, 1890)	f	660	458
Metaphoxus	fultoni	(Scott, 1890)	t	661	458
Harpinia	crenulata	(Boeck, 1871)	t	662	459
Harpinia	pectinata	Sars, 1891	t	663	420
Amphilochus	neapolitanus	Della Valle, 1893	t	664	460
Amphilochus	spencebatei	(Stebbing, 1876)	t	665	461
Peltocoxa	damnoniensis	(Stebbing, 1855)	t	666	469
Peltocoxa	marioni	Catta, 1875	f	667	469
Peltocoxa	brevirostris	(Scott & Scott, 1893)	t	668	463
Amphilochus	manudens	Bate, 1862	t	669	464
Gitana	sarsi	Boeck, 1871	t	670	465
Leucothoe	spinicarpa	(Abildgaard, 1789)	t	671	466
Leucothoe	incisa	Robertson, 1892	t	672	470
Leucothoe	lilljeborgi	Bate, 1861	t	673	471
Leucothoe	procera	Bate, 1857	t	674	472
Stenula	rubrovittata	(Sars, 1882)	t	675	473
Stenothoides	latipes	Chevreux & Fage, 1925	f	676	473
Metopa	rubrovittata	Sars, 1882	f	677	473
Stenothoe	eduardi	Krapp-Schickel, 1976	t	678	462
Stenothoe	cattai	Stebbing, 1906)	f	679	462
Stenothoe	monoculoides	(Montagu, 1815)	t	680	467
Stenothoe	tergestina	(Nebeski, 1881)	t	681	468
Stenothoe	spinimana	Chevreux & Fage, 1925	f	682	468
Parametopa	kervillei	Chevreux, 1901	t	683	474
Stenothoe	ascidiae	(Pirlot, 1933)	t	684	475
Microstenothoe	ascidiae	Pirlot, 1933	f	685	475
Colomastix	pusilla	Grube, 1861	t	686	476
Iphimedia	minuta	Sars, 1882	t	687	477
Iphimedia	eblanae	Bate, 1857	t	688	478
Panoplea	minuta	(Sars, 1882)	f	689	477
Panoplea	eblanae	(Bate, 1857)	f	690	478
Iphimedia	nexa	Myers & Mc Grath, 1987	t	691	479
Iphimedia	obesa	Rathke, 1843	t	692	480
Iphimedia	perplexa	Myers & Costello, 1987	t	693	481
Iphimedia	spatula	Myers & Mc Grath, 1987	t	694	482
Liljeborgia	kinahani	(Bate, 1862)	t	695	450
Listriella	picta	(Norman, 1889)	t	696	483
Idunella	picta	Norman, 1889	f	697	483
Sextonia	longirostris	Chevreux, 1920	t	698	484
Liljeborgia	pallida	(Bate, 1857)	t	699	485
Listriella	dentipalma	Dauvin & Gentil 1983	t	700	486
Listriella	spinifera	Dauvin & Gentil 1983	t	701	427
Perioculodes	longimanus	(Bate & Westwood, 1862)	t	702	487
Pontocrates	arenarius	(Bate, 1858)	t	703	489
Pontocrates	norvegicus	Boeck, 1871	f	704	489
Monoculodes	carinatus	(Bate, 1856)	t	705	488
Monoculodes	subnudus	Norman, 1889	t	706	421
Tmetonyx	similis	(Sars, 1891)	t	707	599
Pontocrates	altamarinus	(Bate & Westwood, 1862)	t	708	490
Synchelidium	haplocheles	(Grube, 1864)	t	709	491
Synchelidium	maculatum	Stebbing, 1906	t	710	414
Apherusa	bispinosa	(Bate, 1856)	t	711	492
Apherusa	cirrus	(Bate, 1862)	t	712	494
Apherusa	jurinei	(Milne-Edwards, 1830)	t	713	495
Apherusa	ovalipes	Norman & Scott, 1906	t	714	496
Calliopius	laeviusculus	(Kröyer, 1838)	t	715	497
Atylus	guttatus	(Costa, 1851)	t	716	498
Nototropis	guttatus	(Costa, 1851)	f	717	498
Atylus	swammerdami	(Milne-Edwards, 1830)	t	718	499
Nototropis	swammerdami	(Milne-Edwards, 1830)	f	719	499
Nototropis	falcatus	(Metzger, 1871)	f	720	500
Atylus	falcatus	Metzger, 1871	t	721	500
Atylus	vedlomensis	(Bate & Westwood, 1862)	t	722	501
Eusirus	longipes	Boeck, 1861	t	723	502
Gammarellus	angulosus	(Rathke, 1843)	t	724	503
Eriopisella	pusilla	Chevreux, 1920	t	725	504
Megaluropus	agilis	Hoeck, 1889	t	726	506
Melita	palmata	(Montagu, 1804)	t	727	507
Melita	hergensis	Reid, 1939	t	728	508
Melita	obtusata	(Montagu, 1813)	t	729	509
Melita	gladiosa	Bate, 1862	t	730	510
Ceradocus	semiserratus	(Bate, 1862)	t	731	511
Maera	othonis	(Milne-Edwards, 1830)	t	732	512
Maera	grossimana	(Montagu, 1808)	t	733	513
Maera	inaequipes	(Costa, 1857)	t	734	514
Maerella	tenuimana	(Bate, 1862)	t	735	515
Elasmopus	rapax	Costa, 1853	t	736	516
Gammarella	fucicola	(Leach, 1814)	t	737	517
Pherusa	fusicola	Leach, 1814	f	738	517
Gammarus	chevreuxi	Sexton, 1913	t	739	518
Gammarus	locusta	(Linnaeus, 1758)	t	740	519
Gammarus	duebeni	Lilljeborg, 1852	t	741	520
Gammarus	salinus	Spooner, 1947	t	742	521
Gammarus	zaddachi s. sp. salinus	Spooner, 1947	f	743	521
Gammarus	zaddachi s. sp. oceanica	Segersträle, 1947	f	744	522
Gammarus	marinus	Leach, 1815	t	745	523
Marinogammarus	marinus	(Leach, 1815)	f	746	523
Marinogammarus	obtusatus	(Dahl, 1938)	f	747	524
Gammarus	obtusatus	Dahl, 1938	t	748	524
Gammarus	zaddachi	Sexton, 1912	t	749	412
Dexamine	spinosa	(Montagu, 1813)	t	750	525
Dexamine	thea	Boeck, 1861	t	751	526
Tritaeta	gibbosa	(Bate, 1862)	t	752	527
Guernea	coalita	(Norman, 1868)	t	753	528
Talitrus	saltator	(Montagu, 1808)	t	754	531
Orchestia	mediterranea	Costa, 1857	t	755	532
Orchestia	gammarella	(Pallas, 1766)	t	756	533
Talorchestia	deshayesii	(Audouin, 1826)	t	757	534
Hyale	prevostii	(Milne-Edwards, 1830)	t	758	535
Hyale	nilssoni	Rathke, 1843	f	759	535
Hyale	stebbingi	Chevreux, 1888	t	760	536
Hyale	pontica	Rathke, 1837	t	761	537
Hyale	perieri	(Lucas, 1846)	t	762	538
Aora	gracilis	(Bate, 1857)	t	763	539
Aora	typica	Kröyer, 1845	f	764	539
Microdeutopus	chelifer	(Bate, 1862)	t	765	540
Microdeutopus	damnoniensis	(Bate, 1856)	t	766	541
Microdeutopus	stationis	Della Valle, 1893	t	767	542
Microdeutopus	versiculatus	(Bate, 1856)	t	768	543
Coremapus	versiculatus	Bate, 1856	f	769	543
Lembos	websteri	Bate, 1856	t	770	544
Uncinotarsus	pellucidus	L'Hardy & Truchot, 1964	t	771	545
Microprotopus	longimanus	Chevreux, 1887	t	772	546
Microprotopus	maculatus	Norman, 1867	t	773	547
Gammaropsis	maculata	(Johnston, 1828)	t	774	548
Eurystheus	maculatus	(Johnston, 1828)	f	775	548
Megamphopus	cornutus	Norman, 1889	t	776	549
Leptocheirus	hirsutimanus	(Bate, 1862)	t	777	550
Leptocheirus	pectinatus	(Norman, 1869)	t	778	551
Leptocheirus	bispinosus	Norman, 1908	t	779	552
Leptocheirus	tricristatus	(Chevreux, 1886)	t	780	553
Microdeutopus	anomalus	(Rathke, 1843)	t	781	554
Unciola	crenatipalma	(Bate, 1855)	t	782	418
Isaea	elmhirsti	Patience, 1909	t	783	530
Isaea	montagui	Milne-Edwards, 1830	t	784	555
Gammaropsis	palmata	(Stebbing & Robertson, 1891)	t	785	556
Amphithoe	vaillanti	Lucas	f	786	557
Ampithoe	ramondi	(Audouin, 1826)	t	787	557
Ampithoe	rubricata	(Montagu, 1808)	t	788	558
Ampithoe	gammaroides	(Bate, 1856)	t	789	559
Pleonexes	gammaroides	(Bate, 1856)	f	790	559
Sunamphithoe	pelagica	(Milne-Edwards, 1830)	t	791	560
Amphitholina	cuniculus	(Stebbing, 1874)	t	792	561
Biancolina	cuniculus	Stebbing, 1874	f	793	561
Jassa	falcata	(Montagu, 1808)	t	794	562
Jassa	pusilla	(Sars, 1894)	t	795	563
Jassa	ocia	(Bate, 1862)	t	796	564
Parajassa	pelagica	(Leach, 1814)	t	797	565
Erichthonius	punctatus	(Bate, 1857)	t	798	566
Erichthonius	brasiliensis	(Dana, 1852)	f	799	566
Erichthonius	difformis	Milne-Edwards, 1830	t	800	567
Ischyrocerus	anguipes	Kröyer, 1838	t	801	424
Siphonoecetes	dellavallei	Stebbing, 1899	f	802	568
Siphonoecetes	kroyeranus	Bate, 1856	t	803	568
Corophium	volutator	(Pallas, 1766)	t	804	569
Corophium	arenarium	Crawford, 1937	t	805	570
Corophium	acutum	Chevreux, 1908	t	806	571
Corophium	crassicorne	Bruzelius, 1859	t	807	572
Corophium	acherusicum	(Costa, 1851)	t	808	573
Corophium	bonellii	(Milne-Edwards, 1830)	t	809	574
Corophium	sextonae	Crawford, 1937	t	810	417
Siphonoecetes	striatus	Myers & Mc Grath, 1979	t	811	575
Chelura	terebrans	Philippi, 1839	t	812	576
Podocerus	variegatus	Leach, 1814	t	813	577
Dyopedos	monacantha	(Metzger, 1875)	t	814	431
Dyopedos	porrectus	Bate, 1857	t	815	428
Hyperia	galba	(Montagu, 1813)	t	816	578
Parathemisto	oblivia	(Kröyer, 1842)	t	817	579
Phtisica	marina	Slabber, 1749	t	818	580
Pseudoprotella	phasma	(Montagu, 1804)	t	819	581
Pariambus	typicus	(Kröyer, 1844)	t	820	582
Caprella	acanthifera	Leach, 1814	t	821	583
Caprella	acutifrons	Latreille, 1816	t	822	584
Caprella	linearis	(Linnaeus, 1767)	t	823	585
Caprella	fretensis	Stebbing, 1906	t	824	586
Caprella	erethizon	Mayer, 1901	t	825	587
Caprella	tuberculata	Bate & Westwood, 1862	t	826	588
Argissa	hamatipes	(Norman, 1869)	t	827	589
Cressa	dubia	(Bate, 1857)	t	828	590
Melphidipella	macra	(Norman, 1869)	t	829	591
Lysianassa	sp.	inconnu	t	830	592
Lysianassa	insperata	Lincoln, 1979	t	831	593
Lepidepecreum	longicorne	(Bate & Westwood, 1861)	t	832	594
Orchomenella	crenata	(Chevreux, 1925)	t	833	596
Socarnes	filicornis	Heller, 1866	t	834	597
Scopelocheirus	hopei	(Costa, 1851)	t	835	598
Tryphosella	horingi	(Boeck, 1871)	t	836	600
Tryphosella	minima	(Chevreux, 1911)	t	837	601
Tryphosites	longipes	(Bate & Westwood, 1861)	t	838	602
Cheirocratus	assimilis	(Lilljeborg, 1852)	t	839	603
Cheirocratus	intermedius	Sars, 1894	t	840	604
Photis	longicaudata	(Bate & Westwood, 1862)	t	841	605
Stenopleustes	nodifer	(Sars, 1882)	t	842	606
Bathyporeia	nana	Toulmond, 1966	t	843	607
Stenothoe	marina	(Bate, 1856)	t	844	608
Austrosyrrhoe	fimbriatus	(Stebbing & Robertson, 1891)	t	845	609
Anonyx	sp.	inconnu	t	846	595
Apherusa	clevei	Sars, 1904	t	847	493
Gammarus	oceanicus	Segersträle, 1947	t	848	522
Gammarus	crinicornis	Stock, 1966	t	849	610
Bathyporeia	gracilis	Sars, 1891	t	850	611
Schizoporella	unicornis	(Johnston in Wood, 1844)	t	851	682
Aetea	anguinea	(Linnaeus, 1758)	t	852	622
Aetea	truncata	(Landsborough, 1852)	t	853	623
Aetea	recta	Hincks	f	854	624
Aetea	sica	(Couch, 1844)	t	855	624
Scruparia	chelata	(Linnaeus, 1758)	t	856	625
Scruparia	ambigua	(d'Orbigny, 1841)	t	857	626
Membranipora	membranacea	(Linnaeus, 1758)	t	858	629
Conopeum	lacroixii	(Busk)	f	859	630
Conopeum	reticulum	(Linnaeus, 1758)	t	860	630
Electra	pilosa	(Linnaeus, 1758)	t	861	631
Electra	hastingsae	Marcus	f	862	632
Electra	monostachys	(Busk, 1854)	t	863	632
Electra	verticillata	(Ellis & Scolander, 1786)	t	864	633
Pyripora	catenularia	(Fleming, 1828)	t	865	634
Flustra	foliacea	(Linnaeus, 1758)	t	866	635
Flustra (Chartella)	papyracea	(Ellis & Scolander, 1786)	t	867	636
Carbasea	calveti	(Guérin-Ganivet)	f	868	618
Terminoflustra	calveti	(Guérin-Gavinet, 1911)	t	869	618
Carbasea	carbasea	(Ellis & Scolander, 1786)	t	870	619
Hincksina	flustroides	(Hincks, 1877)	t	871	620
Cauloramphus	spinifer	(Johnston)	f	872	638
Cauloramphus	spiniferum	(Johnston, 1832)	t	873	638
Alderina	solidula	(Hincks)	f	874	612
Crassimarginatella	solidula	(Hincks, 1860)	t	875	612
Callopora	lineata	(Linnaeus, 1767)	t	876	639
Callopora	rylandi	Bobin & Prenant, 1965	t	877	640
Callopora	dumerilii	(Audouin, 1826)	t	878	641
Copidozoum	curvirostre	(Hincks)	f	879	642
Parellisina	curvirostris	(Hincks, 1862)	t	880	642
Amphiblestrum	flemingii	(Busk, 1854)	t	881	643
Micropora	coriacea	(Johnston, 1847)	t	882	644
Micropora	complanata	(Norman)	f	883	645
Watersipora	complanata	(Norman, 1864)	t	884	645
Cellaria	fistulosa	(Linnaeus, 1758)	t	885	646
Cellaria	sinuosa	(Hassall, 1841)	t	886	647
Cellaria	salicornioides	Lamouroux, 1816	t	887	648
Bugula	turbinata	Alder, 1857	t	888	649
Bugula	neritina	(Linnaeus, 1758)	t	889	650
Bugula	simplex	Hincks, 1886	t	890	651
Bugula	stolonifera	Ryland, 1960	t	891	652
Bugula	prenanti	Castric-Fey, 1971	t	892	653
Bugula	flabellata	(J.V. Thompson)	f	893	654
Bugula	angustiloba	(Lamark, 1816)	t	894	654
Bugula	plumosa	(Pallas, 1766)	t	895	655
Scrupocellaria	scruposa	(Linnaeus, 1758)	t	896	656
Scrupocellaria	scrupea	Busk, 1852	t	897	657
Scrupocellaria	reptans	Linnaeus, 1758	t	898	660
Caberea	boryi	(Audouin, 1826)	t	899	661
Caberea	ellisii	(Fleming, 1814)	t	900	662
Bicellariella	ciliata	(Linnaeus, 1758)	t	901	665
Bicellariella	alderi	(Busk, 1859)	t	902	666
Beania	mirabilis	(Jonston, 1840)	t	903	667
Cribilina	punctata	(Hassall)	f	904	668
Cribrilina	punctata	(Hassall, 1841)	t	905	668
Membraniporella	nitida	(Jonston, 1838)	t	906	669
Cribrilaria	radiata	(Moll)	f	907	670
Puellina	radiata	(Moll, 1803)	t	908	670
Corallina	balzaci	(Audouin, 1826)	t	909	671
Puellina	venusta	Canu & Bassler, 1925	t	910	672
Puellina	innomita	(Couch, 1844)	t	911	673
Figularia	figularis fissa	Hincks	f	912	621
Figularia	figularis	(Johnston, 1847)	t	913	621
Hippothoa	divaricata	Lamouroux, 1821	t	914	613
Hippothoa	hyalina	(Linné)	f	915	674
Celleporella	hyalina	(Linnaeus, 1767)	t	916	674
Hippothoa	flagellum	Manzoni, 1870	t	917	675
Celleporella	angusta	Alvarez, 1991	t	918	658
Chorizopora	brongniartii	(Audouin, 1826)	t	919	659
Haplopoma	impressum	(Audouin, 1826)	t	920	676
Haplopoma	graniferum	(Johnston, 1847)	t	921	677
Arthropoma	cecilii	(Audouin)	f	922	678
Artheopoma	cecilii	(Audouin, 1826)	t	923	678
Schizomavella	auriculata	(Hassall, 1842)	t	924	681
Schizoporella	longirostris	Hincks, 1886	t	925	683
Schizomavella	cuspidata	(Hincks, 1880)	t	926	684
Schizomavella	sarniensis	Hayward & Thorpe, 1995	t	927	685
Schizomavella	hastata	(Hincks, 1862)	t	928	686
Schizomavella	discoidea	(Busk, 1859)	t	929	687
Schizopodrella	linearis	(Hassall)	f	930	688
Schizomavella	linearis	(Hassall, 1841)	t	931	688
Schizoporella	spinifera	(Johnston)	f	932	689
Phaeostachys	spinifera	(Johnston, 1847)	t	933	689
Stephanosella	biaperta	(Michelin)	f	934	690
Buffonelaria	divergens	(Smitt, 1873)	t	935	690
Schizobrachiella	sanguinea	(Norman, 1868)	t	936	691
Schizolavella	vulgaris	(Moll)	f	937	692
Escharina	vulgaris	(Moll, 1803)	t	938	692
Cryptosula	palliasana	(Moll, 1803)	t	939	693
Hippodiplosia	pertusa	(Esper)	f	940	614
Hippoporina	pertusa	(Esper, 1796)	t	941	614
Hippodiplosia	foliacea	(Ellis & Solander)	f	942	694
Pentapora	fascialis foliacea	(Pallas, 1766)	t	943	694
Escharoides	coccinea	(Abildgaard, 1806)	t	944	695
Microporella	ciliata	(Pallas, 1766)	t	945	696
Fenestrunila	malusii	(Audouin, 1826)	t	946	697
Smittina	landsborovii	(Johnston, 1847)	t	947	698
Smittina	reticulata	(Mac Gillivray, 1842)	t	948	699
Smittina	trispinosa	(Johnston, 1838)	t	949	700
Smittina	cheilostoma	(Manzoni, 1869)	t	950	701
Mucronella	peachii	(Johnston)	f	951	616
Escharella	immersa	(Flemming, 1828)	t	952	616
Mucronella	variolosa	(Johnston)	f	953	627
Escharella	variolosa	(Johnston, 1838)	t	954	627
Mucronella	ventricosa	(Hassall)	f	955	663
Escharella	ventricosa	(Hassall, 1842)	t	956	663
Palmicellaria	skenei	(Ellis & Solander)	f	957	664
Palmiskenea	skenei	(Ellis & Scolander, 1786)	t	958	664
Umbonula	verrucosa	(Esper)	f	959	702
Umbonula	ovicellata	Hastings, 1944	t	960	702
Umbonula	verrucosa	(Esper)	f	961	615
Umbonula	littoralis	Hastings, 1944	t	962	615
Porella	concinna	(Busk, 1854)	t	963	703
Porella	cervicornis		t	964	704
Porella	compressa	(Sowerby, 1805)	t	965	705
Retepora	couchii	Hincks	f	966	706
Reteporella	couchii	(Hincks, 1818)	t	967	706
Rhynchozoon	bispinosum	(Johnston, 1847)	t	968	707
Schizotheca	fissa	(Busk, 1856)	t	969	708
Schizotheca	divisa	(Norman, 1864)	t	970	709
Adeona	violacea	(Johnston)	f	971	710
Reptadeonella	violacea	(Johnston, 1847)	t	972	710
Microspongium	globosum	Reinke	t	1389	1021
Reptadeonella	insidiosa	(Jullien, 1903)	t	973	711
Alysidotella	labrosa	(Busk)	f	974	712
Phyllactella	labrosa	(Busk, 1854)	t	975	712
Mastigophora	simplex	(Johnston)	f	976	713
Escharina	johnstoni	(Quelch, 1847)	t	977	713
Schismopora	pumicosa	(Linné)	f	978	714
Cellepora	pumicosa	(Pallas, 1766)	t	979	714
Schismopora	avicularis	(Hincks)	f	980	715
Tubicellepora	incrassata	(Lamark, 1816)	t	981	715
Schismopora	dichotoma	(Hincks)	f	982	716
Buskea	dichotoma	(Hincks, 1862)	t	983	716
Costazia	costazii	(Audouin)	f	984	717
Celleporina	hassallii	(Johnston, 1847)	t	985	717
Omalosecosa	ramulosa	(Linnaeus, 1767)	t	986	719
Hippoporidra	edax	(Busk, 1859)	t	987	720
Flustrella	hispida	(Fabricius, 1758)	t	988	721
Alcyonidium	polyoum	(Hassall, 1841)	t	989	722
Alcyonidium	gelatinosum	(Linnaeus, 1767)	t	990	723
Alcyonidium	"mytili"	Dalyell, 1848	t	991	724
Alcyonidium	hirsutum	(Fleming, 1828)	t	992	725
Nolella	dilatata	(Hincks, 1860)	t	993	726
Arachnidium	fibrosum	Hincks, 1880	t	994	637
Valkeria	uva	(Linnaeus, 1758)	t	995	727
Mimosella	gracilis	Hincks, 1851	t	996	728
Mimosella	verticillata	Heller	f	997	729
Bantariella	verticillata	(Heller, 1867)	t	998	729
Hypophorella	expansa	Ehlers, 1876	t	999	730
Vesicularia	spinosa	(Linnaeus, 1767)	t	1000	731
Amathia	lendigera	(Linnaeus, 1761)	t	1001	733
Amathia	vidovici	(Heller, 1867)	t	1002	734
Bowerbankia	imbricata	(Adams, 1798)	t	1003	735
Bowerbankia	caudata	Hincks	f	1004	617
Bowerbankia	gracilis	Leidy, 1855	t	1005	617
Bowerbankia	pustulosa	(Ellis & Scolander, 1786)	t	1006	736
Bowerbankia	citrina	(Hincks, 1877)	t	1007	737
Bowerbankia	gracilima	(Hincks, 1877)	t	1008	738
Buskia	nitens	Alder, 1857	t	1009	739
Farella	repens	(Farre, 1837)	t	1010	740
Penetrantia	sp.		f	1011	741
Immergentia	sp.		f	1012	742
Crisidia	cornuta	(Linnaeus, 1758)	t	1013	743
Filicrisia	geniculata	(Edwards, 1838)	t	1014	744
Crisia	eburnea	(Linnaeus, 1758)	t	1015	745
Crisia	aculeata	Hassall, 1841	t	1016	746
Crisia	denticulata	(Lamark, 1816)	t	1017	747
Crisia	ramosa		t	1018	628
Stomatopora	granulata	(Milne-Edwards)	f	1019	748
Entalophoroecia	granulata	(Couch, 1842)	t	1020	748
Stomatopora	major	(Johnston)	f	1021	749
Annectocyma	major	(Johnston, 1847)	t	1022	749
Tubulipora	dilatans	(Johnston)	f	1023	750
Oncousoecia	dilatans	(Johnston, 1847)	t	1024	750
