id	date	id_biotope	id_station	nom_observateur	pages_citation	abondance	densite	reproduction	altitude_profondeur	id_moderecolte	id_typerecolte	remarques	valide	id_espece	id_nomespece	owner	desc_biotope	id_biblio
7166		51	416		p 213					4	1		t	1196		houbin	dans les coquilles vides	204
7180		190	525		p 217	commun				4	1		t	1435		houbin	dans les sables fins des dunes sous-marines	204
7191		222	239		p 17					4	1		t	1474		houbin	sables vaseux	103
7192		222	323		p 17					4	1		t	1474		houbin	sables vaseux	103
7194		222	355		p 17					4	1		t	1474		houbin	sables vaseux	103
7196		159	206		p 87	commun				4	1		t	1129		houbin	partout sur les rochers	54
7199		273	325		p 340					2	8		t	1191		houbin	sable	53
7207		159	517		p 87	commun				4	1		t	1129		houbin	partout sur les rochers	54
7208		159	323		p 87	commun				4	1		t	1129		houbin	partout sur les rochers	54
7209		273	277	Bavay	p 77				30 m	2	8		t	1221		houbin	sable	54
7211		159	522		p 87	commun				4	1		t	1129		houbin	partout sur les rochers	54
7213		159	83		p 87	commun				4	1		t	1129		houbin	partout sur les rochers	54
7214		273	15		p 87	abondant				2	8		t	1193		houbin	sable	164
7215		273	5		p 87	abondant				2	8		t	1193		houbin	sable	164
7226		159	582	et al.	p 9	commun			niv. un peu inf. à celui des pleines mers de morte	4	1		t	1129		houbin	partout sur les rochers	49
7254		63	582		p 61	commun				2	8		t	1449		houbin	fonds de coquilles brisées	49
7258		67	582		p 68	commun				2	8		t	1468		houbin	sur fond coquillier	49
7277		183	582	et al.	p 65	commun			niv. de mi-marée	4	1		t	1431		houbin	dans la vase ou le sable vaseux	49
7223		159	410		p 87	commun				4	1		t	1129		houbin	partout sur les rochers	54
7224		159	462	Pérez	p 87	commun				4	1		t	1129		houbin	partout sur les rochers	54
7225		159	148		p 87	commun				4	1		t	1129		houbin	partout sur les rochers	54
7281		154	582		p 99	rare				4	1	intérieur de la coquille gris cendré. Rayons noirs étroits, callosité centrale blanche rayée ou tachetée de noir	t	1103		houbin	sur les rochers	54
7367		185	582		p 592				horizon moyen	4	1		t	1449		houbin	dans le sable fin de la plage	150
7230		159	299		p 87	commun				4	1		t	1129		houbin	partout sur les rochers	54
7231		159	36		p 87	commun				4	1		t	1129		houbin	partout sur les rochers	54
7232		159	178		p 87	commun				4	1		t	1129		houbin	partout sur les rochers	54
7236		159	264		p 87	commun				4	1		t	1129		houbin	partout sur les rochers	54
7238		159	160		p 87	commun				4	1		t	1129		houbin	partout sur les rochers	54
8950		154	239		p 100					4	1		t	1104		houbin	sur les rochers	54
7246		139	288		p 4				95 m	4	1		t	1383		houbin	sur fond de cailloutis graveleux	25
7248		154	79		p 77				zone des Fucus	4	1		t	1155		houbin	sur les rochers	204
7251		273	94		p 222					4	1		t	1225		houbin	sable	52
7252		273	325	A. Bavay	p 37					4	1		t	1133		houbin	sable	54
7253		63	277	Lévi, 1951	p 41					2	8		t	1331		houbin	fonds de coquilles brisées	49
7259		273	163	MM. CROUAN	p 348					4	1		t	1193		houbin	sable	53
7260		273	325		p 248					4	1		t	1428		houbin	sable	53
7261		273	325		p 236					4	1		t	1440		houbin	sable	53
7262		273	325		p 240					4	1		t	1450		houbin	sable	53
7264		273	325		p 241	rare				4	1		t	1455		houbin	sable	53
7266		273	325		p 244					4	1		t	1468		houbin	sable	53
7269		279	79	Prenant	p 36					4	1		t	1341		houbin	dans les Cystoseires	49
7273		152	325	Drach, 1949	p 9	fréquent			jusq. 15 m	4	1		t	1114		houbin	fonds rocheux	49
7282		205	329	Lwoff	p 164					4	1		t	1405		houbin	dans le sable de l'herbier	54
7285		205	79		p 163					4	1		t	1406		houbin	dans le sable de l'herbier	54
7294		271	294		p 154					4	1		t	1378		houbin	dans les fentes de rocher	204
7296		271	370		p 154					4	1		t	1378		houbin	dans les fentes de rocher	204
7301		230	582		p 550	assez fréquent			30-40 m	2	8	ramené avec des Hydraires, Salicornes, Cynthia	t	1355		houbin	en bancs dont les bords découvrent parfois aux grandes marées, en quelques endroits bien localisés	96
7321		84	582		p 29	assez commun				4	1		t	1139		houbin	herbier de Zostères	49
7299		271	1		p 154					4	1		t	1378		houbin	dans les fentes de rocher	204
7328		34	582		p 589				horizon moyen de la zone littorale	4	1		t	1350		houbin	dans les Cystoseires de l'herbier	150
7302		102	497		p 601	dizaine			90-100 m	2	8		t	1140		houbin	sur Lafoea dumosa	150
7334		87	582		p 181					4	1		t	1269		houbin	cuvettes d'herbier	204
7349		154	582		p 28	commun				4	1	les coquilles vides sont souvent habitées par de jeunes Eupagurus bernhardus	t	1135		houbin	sur les rochers	49
7356		185	582		p 592				horizon moyen	4	1		t	1441		houbin	dans le sable fin de la plage	150
7306		45	148		p 55					4	1		t	1404		houbin	sur des gros blocs	49
7307		216	325		p 84	abondant				4	1		t	1253		houbin	dans la vase	164
7357		185	582		p 592				horizon moyen	4	1		t	1442		houbin	dans le sable fin de la plage	150
7309		216	239		p 167					4	1		t	1456		houbin	dans la vase	54
7358		185	582		p 592				horizon moyen	4	1		t	1443		houbin	dans le sable fin de la plage	150
7311		216	323		p 167					4	1		t	1456		houbin	dans la vase	54
7364		185	582		p 592				horizon moyen	4	1		t	1448		houbin	dans le sable fin de la plage	150
7313		216	323		p 167					4	1		t	1456		houbin	dans la vase	54
7314		216	206		p 167					4	1		t	1456		houbin	dans la vase	54
7315		216	355		p 167					4	1		t	1456		houbin	dans la vase	54
7369		185	582		p 592				horizon moyen	4	1		t	1465		houbin	dans le sable fin de la plage	150
7370		185	582		p 592				horizon moyen	4	1		t	1467		houbin	dans le sable fin de la plage	150
7318		216	224		p 232					4	1		t	1481		houbin	dans la vase	204
7319		185	210		p 122, 216	assez fréquent				4	1		t	1444		houbin	dans le sable fin de la plage	204
7372		185	582		p 592				horizon moyen	4	1		t	1472		houbin	dans le sable fin de la plage	150
7323		84	425	Vlès	p 2					4	1		t	1500		houbin	herbier de Zostères	54
7324		84	239	Joubin	p 2					4	1		t	1500		houbin	herbier de Zostères	54
7326		98	391		p 551	quelques exemplaires				4	1	récolte en juillet et août	t	1338		houbin	sur des Bugularia avicularia	96
7327		34	83		p 34	assez rare				4	1		t	1323		houbin	dans les Cystoseires de l'herbier	49
7329		34	178		p 41					4	1		t	1350		houbin	dans les Cystoseires de l'herbier	49
7330		2	224		p 547					4	1		t	1301		houbin	au milieu des touffes de Fucus serratus couvertes de Bowerbankia imbricata	96
7331		13	347		p 16				20-40 m	2	8		t	1351		houbin	sur des algues	54
7374		185	582		p 592				horizon moyen	4	1		t	1474		houbin	dans le sable fin de la plage	150
7335		265	79		p 170					4	1		t	1493		houbin	dans les fissures de rochers et dans les trous abandonnés par les Pholades et les Saxicaves	54
7337		134	79		pp 77, 84					4	1		t	1089		houbin	Sous des pierres recouvertes de Fucus	204
7338		272	430		p 539	présent et parfois assez commun				4	1		t	1236		houbin	dans les sables fins	163
7342		272	15		p 539	présent et parfois assez commun				4	1		t	1236		houbin	dans les sables fins	163
7345		272	15		p 90	commun				4	1		t	1265		houbin	dans les sables fins	164
7355		185	592		p 202					4	1		t	1441		houbin	dans le sable fin de la plage	204
7360		185	355		p 122					4	1		t	1444		houbin	dans le sable fin de la plage	204
7361		185	202		p 122, 219	assez fréquent				4	1		t	1444		houbin	dans le sable fin de la plage	204
7363		185	329		p 122, 203	assez fréquent				4	1		t	1444		houbin	dans le sable fin de la plage	204
7371		185	329		p 203					4	1		t	1471		houbin	dans le sable fin de la plage	204
7373		185	355		p 122					4	1		t	1472		houbin	dans le sable fin de la plage	204
7375		185	582		p 592				horizon moyen	4	1		t	1476		houbin	dans le sable fin de la plage	150
7382		68	354		p 120					4	1	du printemps au mois d'août	t	1405		houbin	dans les flaques	204
7384		85	534		pp 206, 207, 20					4	1		t	1431		houbin	dans le sable plus ou moins vaseux des herbiers	210
7376		185	582		p 592				horizon moyen	4	1		t	1477		houbin	dans le sable fin de la plage	150
7377		185	582		p 592				horizon moyen	4	1		t	1479		houbin	dans le sable fin de la plage	150
7378		185	582		p 592				horizon moyen	4	1		t	1483		houbin	dans le sable fin de la plage	150
7388		178	462	Lwoff	p 157					4	1		t	1484		houbin	dans les rochers et les galets calcaires, dans les valves d'Ostrea et quelques fois dans les bois submergés	54
7379		185	582		p 592				horizon moyen	4	1		t	1491		houbin	dans le sable fin de la plage	150
7381		185	582		p 592				horizon moyen	4	1		t	1494		houbin	dans le sable fin de la plage	150
7410		84	582		p 13	très abondant				4	1		t	1168		houbin	herbier de Zostères	49
7392		69	309	Pérez	p 71					4	1		t	1187		houbin	dans les flaques des prés salés	54
7413		132	582		p 19	très commun				4	1		t	1152		houbin	sous des pierres	49
7563		84	83		p 94					4	1		t	1318		houbin	herbier de Zostères	204
7394		84	589		p 70					4	1	plus commune que la coloration typique	t	1184		houbin	herbier de Zostères	54
7430		154	582		p 98					4	1	ornée de rayons alternativement rouges, jaunes et noirs	t	1089		houbin	sur les rochers	54
7396		84	589		p 70					4	1		t	1184		houbin	herbier de Zostères	54
7397		84	178	et al.	p 74	assez abondant				4	1	récolté à la senne; fin de l'été et en automne; se retire au large pendant l'hiver	t	1498		houbin	herbier de Zostères	49
7398		84	83	et al.	p 74	assez abondant				4	1	récolté à la senne; fin de l'été et en automne; se retire au large pendant l'hiver	t	1498		houbin	herbier de Zostères	49
7401		188	244		p 59	assez commun				4	1		t	1365		houbin	dans le sable plus ou moins pur	49
7404		188	197		p 59	assez commun				4	1		t	1365		houbin	dans le sable plus ou moins pur	49
7406		216	271	Dehorne	p 71					4	1		t	1187		houbin	dans la vase	54
7407		216	271	Pérez	p 71					4	1		t	1187		houbin	dans la vase	54
7415		84	82		p 594					4	1		t	1123		houbin	herbier de Zostères	150
7418		28	462	et al.	p 67					4	1		t	1478		houbin	dans le Lithophyllum incrustans	49
7422		264	388		p 548	assez rare				4	1		t	1333		houbin	sur des fonds à bryozoaires	96
7424		264	326		p 548	assez rare				4	1		t	1333		houbin	sur des fonds à bryozoaires	96
7425		264	326		p 31					4	1		t	1333		houbin	sur des fonds à bryozoaires	49
7428		268	148	Cornet, 1950	p 59					4	1		t	1411		houbin	dans un bloc de granit pourri, avec Hiatella gallicana	49
7429		276	238		p 547					4	1		t	1301		houbin	au milieu d'Eponges et de Botrylles	96
7478		57	582	et al.	p 51	très abondante				2	8	en paquets énormes	t	1398		houbin	parmi les coquilles vides	49
7499		154	582		p 15	très grande abondance			au-dessus de la mi-marée	4	1		t	1176		houbin	sur les rochers	49
7517		134	582	et al.	p 51	très abondante			zone intercotidale	4	1	espèce très polymorphe	t	1398		houbin	Sous des pierres recouvertes de Fucus	49
7447		222	197	Vlès	p 155					4	1		t	1438		houbin	sables vaseux	54
7452		222	517	Durouchoux	p 155					4	1		t	1438		houbin	sables vaseux	54
7454		222	148		p 155					4	1		t	1438		houbin	sables vaseux	54
7455		222	239		p 155					4	1		t	1438		houbin	sables vaseux	54
7456		222	323		p 155					4	1		t	1438		houbin	sables vaseux	54
7457		222	416		p 155					4	1		t	1438		houbin	sables vaseux	54
7458		222	206		p 152					4	1		t	1443		houbin	sables vaseux	54
7461		222	323		p 152					4	1		t	1443		houbin	sables vaseux	54
7463		222	517	P. Durouchoux	p 152					4	1		t	1443		houbin	sables vaseux	54
7465		222	239		p 152					4	1		t	1443		houbin	sables vaseux	54
7473		222	323		p 151					4	1		t	1444		houbin	sables vaseux	54
7474		222	416	Pérez	p 151					4	1		t	1444		houbin	sables vaseux	54
7475		222	517	Durouchoux	p 151					4	1		t	1444		houbin	sables vaseux	54
7476		73	467	Cornet, 1950	p 56					2	8		t	1424		houbin	dans les sédiments grossiers	49
7477		222	206		p 151					4	1		t	1444		houbin	sables vaseux	54
7479		215	596		p 19					4	1		t	1481		houbin	dans la slikke	103
7480		84	79		p 594					4	1		t	1125		houbin	herbier de Zostères	150
7481		84	79		p 594					4	1		t	1288		houbin	herbier de Zostères	150
7482		84	79		p 594					4	1		t	1288		houbin	herbier de Zostères	150
7485		84	256	A. le Dantec, Sept. 1895	p 235					4	1		t	1300		houbin	herbier de Zostères	74
7486		84	82		p 62					4	1		t	1166		houbin	herbier de Zostères	54
7488		84	522		p 62					4	1		t	1166		houbin	herbier de Zostères	54
7491		84	148		p 62					4	1		t	1166		houbin	herbier de Zostères	54
7492		84	148		p 63					4	1		t	1167		houbin	herbier de Zostères	54
7494		84	589		p 63					4	1		t	1167		houbin	herbier de Zostères	54
7495		84	148		p 64					4	1		t	1168		houbin	herbier de Zostères	54
7498		84	82		p 95	nombreux				4	1		t	1325		houbin	herbier de Zostères	204
7501		38	224	et al.	p 32					4	1		t	1301		houbin	sur les Fucus envahis par les Hydraires et les Bryozoaires	49
7506		34	83		p 102					4	1		t	1269		houbin	dans les Cystoseires de l'herbier	204
7518		84	177		p 594					4	1		t	1126		houbin	herbier de Zostères	150
7532		36	582		p 91					4	1		t	1475		houbin	dans des cuvettes à Lithophyllum	241
7540		34	582		p 589					4	1		t	1282		houbin	dans les Cystoseires de l'herbier	150
7522		84	589		p 546	pas très commune				4	1		t	1318		houbin	herbier de Zostères	96
7551		34	582		p 589					4	1		t	1355		houbin	dans les Cystoseires de l'herbier	150
7558		260	582		p 548	abondant				4	1		t	1346		houbin	sur les colonies de Plumularia echinulata qui recouvrent très souvent sur une certaine longueur les filaments de Himanthalia lorea	96
7569		84	582		p 552					4	1		t	1282		houbin	herbier de Zostères	96
7527		267	83		p 72					4	1		t	1493		houbin	fissure de rochers, trous abandonnés par Hiatella	49
7575		37	582		p 36					2	8		t	1329		houbin	sur les Hydraires	49
7593		273	582	et al.	p 24	assez commun				4	1	au printemps et au début de l'été	t	1219		houbin	sable	49
7531		36	71		p 94					4	1		t	1475		houbin	dans des cuvettes à Lithophyllum	241
7534		36	517		p 94					4	1		t	1475		houbin	dans des cuvettes à Lithophyllum	241
7537		36	244		p 94					4	1		t	1475		houbin	dans des cuvettes à Lithophyllum	241
7538		36	310		p 94					4	1		t	1475		houbin	dans des cuvettes à Lithophyllum	241
7541		86	148		p 45					4	1		t	1271		houbin	dans les herbiers vaseux, souvent avec Akera bullata	49
7546		86	160	et al.	p 45					4	1		t	1271		houbin	dans les herbiers vaseux, souvent avec Akera bullata	49
7553		260	8		p 548	abondant				4	1	récolte au moment des grandes marées	t	1346		houbin	sur les colonies de Plumularia echinulata qui recouvrent très souvent sur une certaine longueur les filaments de Himanthalia lorea	96
7557		260	150		p 548	abondant				4	1	récolte au moment des grandes marées	t	1346		houbin	sur les colonies de Plumularia echinulata qui recouvrent très souvent sur une certaine longueur les filaments de Himanthalia lorea	96
7559		260	415		p 548	abondant				4	1	récolte au moment des grandes marées	t	1346		houbin	sur les colonies de Plumularia echinulata qui recouvrent très souvent sur une certaine longueur les filaments de Himanthalia lorea	96
7561		84	83		p 95					4	1		t	1313		houbin	herbier de Zostères	204
7562		84	83		p 94					4	1		t	1314		houbin	herbier de Zostères	204
7564		84	82		p 94					4	1		t	1321		houbin	herbier de Zostères	204
7566		84	534		p 34					4	1	abondant en juin, diparaît en juillet	t	1321		houbin	herbier de Zostères	49
7567		84	83		p 94					4	1		t	1342		houbin	herbier de Zostères	204
7572		37	467		p 551					2	8		t	1329		houbin	sur les Hydraires	96
7573		37	497		p 601					2	8		t	1329		houbin	sur les Hydraires	150
7574		162	315		p 160					4	1		t	1367		houbin	sur des parois verticales ombragées battues	204
7576		162	138		p 160					4	1		t	1367		houbin	sur des parois verticales ombragées battues	204
7577		270	243		p 19					4	1		t	1481		houbin	dans les ruisseaux côtiers	103
7578		1	263		p 156					4	1		t	1378		houbin	parmi les Fucus	204
7581		37	497		p 601				90-100 m	2	8		t	1352		houbin	sur les Hydraires	150
7582		111	497		p 550					2	8	août	t	1363		houbin	sur Sertularia operculata	96
7584		1	310		p 156					4	1		t	1378		houbin	parmi les Fucus	204
7587		1	206		p 156					4	1		t	1378		houbin	parmi les Fucus	204
7588		87	329		p 207					4	1	captif lorsque la mer se retire	t	1500		houbin	cuvettes d'herbier	204
7589		87	329		p 207					4	1		t	1501		houbin	cuvettes d'herbier	204
7590		109	462		p 40					4	1		t	1352		houbin	sur Obelia dichotoma	49
7592		273	79		p 18	assez commun				4	1		t	1186		houbin	sable	49
7595		273	94	Bavay	p 78					4	1		t	1226		houbin	sable	54
7596		273	355		p 66					4	1		t	1471		houbin	sable	49
7629		1	582		p 583	abondant			horizon supérieur à Fucus	4	1		t	1123		houbin	parmi les Fucus	150
7637		1	582		p 583				zone litt.; horizon sup. à Fucus	4	1		t	1152		houbin	parmi les Fucus	150
7639		1	582		p 583				zone litt.; horizon sup. à Fucus	4	1		t	1092		houbin	parmi les Fucus	150
7600		273	83		p 66					4	1		t	1471		houbin	sable	49
7654		6	582		p 589					4	1		t	1341		houbin	sur des Cystoseires	150
7603		103	148		p 45					4	1		t	1202		houbin	sur les Ascidies	54
7605		222	83	et al.	p 61					4	1		t	1448		houbin	sables vaseux	49
7608		222	355	et al.	p 61					4	1		t	1448		houbin	sables vaseux	49
7610		144	79		p 80	commune				4	1		t	1313		houbin	sous les pierres dans l'herbier	204
7616		64	469	et al.	p 67					2	8		t	1477		houbin	maerl	49
7618		64	277	et al.	p 67					2	8		t	1477		houbin	maerl	49
7627		188	201		p 243					4	1		t	1446		houbin	dans le sable plus ou moins pur	204
7641		84	83		p 37					4	1		t	1133		houbin	herbier de Zostères	54
7642		280	285		p 17	petite quantité				4	1		t	1474		houbin	à l'arrivée de petits ruisseaux amenant de la vase dans le sable	103
7644		280	259		p 17	petite quantité				4	1		t	1474		houbin	à l'arrivée de petits ruisseaux amenant de la vase dans le sable	103
7645		96	148		p 99				niv. plus bas que P. vulgata	4	1		t	1104		houbin	dans les creux des rochers qui forment des mares lorsque la mer s'est retirée	54
7646		96	264		p 99				niv. plus bas que P. vulgata	4	1		t	1104		houbin	dans les creux des rochers qui forment des mares lorsque la mer s'est retirée	54
9142		132	264		p 102					1	1		t	1099		houbin	sous des pierres	54
7648		96	582		p 99				niv. plus bas que P. vulgata	4	1		t	1104		houbin	dans les creux des rochers qui forment des mares lorsque la mer s'est retirée	54
7650		96	517		p 99				niv. plus bas que P. vulgata	4	1		t	1104		houbin	dans les creux des rochers qui forment des mares lorsque la mer s'est retirée	54
7651		96	522		p 99				niv. plus bas que P. vulgata	4	1		t	1104		houbin	dans les creux des rochers qui forment des mares lorsque la mer s'est retirée	54
7652		96	323		p 99				niv. plus bas que P. vulgata	4	1		t	1104		houbin	dans les creux des rochers qui forment des mares lorsque la mer s'est retirée	54
7653		96	370		p 99				niv. plus bas que P. vulgata	4	1		t	1104		houbin	dans les creux des rochers qui forment des mares lorsque la mer s'est retirée	54
7655		51	383		p 59					4	1		t	1411		houbin	dans les coquilles vides	49
7656		79	62		p 587					4	1		t	1514		houbin	dans les cavités profondes et les grottes	150
7657		79	323		p 587					4	1		t	1514		houbin	dans les cavités profondes et les grottes	150
7658		49	71		p 47					4	1		t	1371		houbin	sous des blocs, dans des fentes de rochers, dans des Balanes vides	49
7669		85	355	et al.	p 64					4	1		t	1438		houbin	dans le sable plus ou moins vaseux des herbiers	49
7670		73	497		p 90	commun				4	1		t	1265		houbin	dans les sédiments grossiers	164
7671		84	201		p 18					4	1		t	1431		houbin	herbier de Zostères	103
7672		84	329		p 18					4	1		t	1431		houbin	herbier de Zostères	103
7673		84	355		p 18					4	1		t	1431		houbin	herbier de Zostères	103
7674		84	239		p 18					4	1		t	1431		houbin	herbier de Zostères	103
7675		84	246		p 18					4	1		t	1431		houbin	herbier de Zostères	103
7676		84	522		p 18					4	1		t	1431		houbin	herbier de Zostères	103
7677		84	166		p 18					4	1		t	1431		houbin	herbier de Zostères	103
7678		84	163		p 18					4	1		t	1431		houbin	herbier de Zostères	103
7679		85	589		p 231					4	1	creuse un trou ovale, direct, de 20 à 30 cm de profondeur.	t	1481		houbin	dans le sable plus ou moins vaseux des herbiers	53
7680		84	83		p 94					4	1		t	1125		houbin	herbier de Zostères	204
7681		84	82		p 68					4	1		t	1164		houbin	herbier de Zostères	54
7682		84	83		p 102					4	1		t	1200		houbin	herbier de Zostères	204
7683		84	82		p 29					4	1		t	1297		houbin	herbier de Zostères	54
7684		84	329	PRENANT, 1926	p 33					4	1	juillet	t	1303		houbin	herbier de Zostères	49
7685		84	329	Prenant	p 32					4	1		t	1309		houbin	herbier de Zostères	49
7686		84	82		p 16				20-40 m	4	1		t	1350		houbin	herbier de Zostères	54
7687		84	453		p 5					4	1		t	1506		houbin	herbier de Zostères	83
7688		255	62		p 549					4	1		t	1347		houbin	sur les colonies d'Hydraires qui recouvrent les bois immergés, épaves flottant, ou sur les carènes de bateaux homardiers	96
7717		222	582		p 70					4	1	remontant plus haut que E. ensis et E. siliqua presque au niveau de mi-marée	t	1441		houbin	sables vaseux	49
7699		266	185	et al.	p 53	très commun				2	8		t	1396		houbin	fixé sur de vieilles coquilles ou des massifs d'Hippodiplosia foliacea	49
7714		64	469		p 50					4	1		t	1372		houbin	maerl	49
7715		85	527		p 220					4	1		t	1448		houbin	dans le sable plus ou moins vaseux des herbiers	210
7716		85	527		p 220					4	1		t	1451		houbin	dans le sable plus ou moins vaseux des herbiers	210
7721		57	295		p 595				25-35 m	4	1		t	1428		houbin	parmi les coquilles vides	150
7722		57	295		p 596				25-35 m	4	1		t	1475		houbin	parmi les coquilles vides	150
7724		222	213	MM. Crouan	p 363	rare				4	1		t	1266		houbin	sables vaseux	53
7735		116	497		p 601					4	1		t	1143		houbin	sur une Antennulaire	150
7737		84	83		p 48					4	1		t	1152		houbin	herbier de Zostères	54
7740		84	82		p 59					4	1		t	1159		houbin	herbier de Zostères	54
7741		84	589		p 58					4	1		t	1160		houbin	herbier de Zostères	54
7742		84	82		p 59	assez rare				4	1		t	1162		houbin	herbier de Zostères	54
7747		84	83		p 60					4	1		t	1163		houbin	herbier de Zostères	54
7748		84	83		p 68					4	1		t	1177		houbin	herbier de Zostères	54
7749		84	589		p 69					4	1		t	1184		houbin	herbier de Zostères	54
7763		188	582		p 60					1	1		t	1446		houbin	dans le sable plus ou moins pur	49
7823		147	582		p 162					4	1		t	1412		houbin	dans les touffes de Lichina pygmaea	204
7754		84	82		p 45					4	1		t	1202		houbin	herbier de Zostères	54
7759		84	82		p 42					4	1		t	1231		houbin	herbier de Zostères	54
7764		84	82		p 37	abondant				4	1		t	1135		houbin	herbier de Zostères	54
7765		84	82		p 31					4	1		t	1139		houbin	herbier de Zostères	54
7771		84	82		p 32					4	1		t	1110		houbin	herbier de Zostères	54
7772		84	589		p 61					4	1		t	1113		houbin	herbier de Zostères	54
7773		84	83		p 61					4	1		t	1116		houbin	herbier de Zostères	54
7774		84	329	collection du Laboratoire de Roscoff	p 27					4	1		t	1271		houbin	herbier de Zostères	54
7776		84	82	collection du Laboratoire de Roscoff	p 13					4	1		t	1325		houbin	herbier de Zostères	54
7777		84	83	Vlès	p 13					4	1		t	1325		houbin	herbier de Zostères	54
7778		84	82		p 13					4	1		t	1325		houbin	herbier de Zostères	54
8050		51	416		p 213					4	1		t	1098		houbin	dans les coquilles vides	204
8137		66	96		p 70				45-70 m	4	1		t	1185		houbin	dans des débris coquilliers grossiers	184
7780		84	82		p 113					4	1		t	1390		houbin	herbier de Zostères	54
7782		84	79		p 57					4	1		t	1407		houbin	herbier de Zostères	49
7788		155	206		p 67				au-dessus de la mi-marée	4	1		t	1176		houbin	sous les rochers	54
7789		155	522		p 67				au-dessus de la mi-marée	4	1		t	1176		houbin	sous les rochers	54
7797		155	323		p 67				au-dessus de la mi-marée	4	1		t	1176		houbin	sous les rochers	54
7799		269	425	et al.	p 52					4	1	se rencontre de façon presque constante à la côte	t	1380		houbin	dans les tuniques d'Ascidia mentula et Diazona violacea	49
7807		72	20		p 213	commun				4	1		t	1465		houbin	dans les graviers	204
7809		36	462		p 67					4	1		t	1475		houbin	dans des cuvettes à Lithophyllum	49
7832		205	82		p 93	très fréquent				4	1		t	1390		houbin	dans le sable de l'herbier	204
7837		115	248		p 38					4	1		t	1359		houbin	sur Tubularia larynx	49
7846		13	83	et al.	p 42					4	1	en hiver	t	1282		houbin	sur des algues	49
7847		215	272		p 224					4	1	coquilles mortes	t	1456		houbin	dans la slikke	204
7848		221	356		p 118					4	1		t	1431		houbin	dans les flaques de vase	204
7852		160	83		p 13				niv. moyen des marées (zone des Fucus)	4	1		t	1378		houbin	sur la roche solide, exposée au coup de vagues du large	103
7853		160	425		p 13				niv. moyen des marées (zone des Fucus)	4	1		t	1378		houbin	sur la roche solide, exposée au coup de vagues du large	103
7854		160	188		p 13				niv. moyen des marées (zone des Fucus)	4	1		t	1378		houbin	sur la roche solide, exposée au coup de vagues du large	103
7855		160	438		p 13				niv. moyen des marées (zone des Fucus)	4	1		t	1378		houbin	sur la roche solide, exposée au coup de vagues du large	103
7856		160	187		p 13				niv. moyen des marées (zone des Fucus)	4	1		t	1378		houbin	sur la roche solide, exposée au coup de vagues du large	103
7857		160	163		p 13				niv. moyen des marées (zone des Fucus)	4	1		t	1378		houbin	sur la roche solide, exposée au coup de vagues du large	103
7859		160	71		p 13				niv. moyen des marées (zone des Fucus)	4	1		t	1378		houbin	sur la roche solide, exposée au coup de vagues du large	103
7860		160	442		p 13				niv. moyen des marées (zone des Fucus)	4	1		t	1378		houbin	sur la roche solide, exposée au coup de vagues du large	103
7861		160	148		p 154				niv. moyen des marées (zone des Fucus)	4	1		t	1378		houbin	sur la roche solide, exposée au coup de vagues du large	204
7862		160	152		p 13				niv. moyen des marées (zone des Fucus)	4	1		t	1378		houbin	sur la roche solide, exposée au coup de vagues du large	103
7863		160	19		p 13				niv. moyen des marées (zone des Fucus)	4	1		t	1378		houbin	sur la roche solide, exposée au coup de vagues du large	103
7864		160	202		p 13				niv. moyen des marées (zone des Fucus)	4	1		t	1378		houbin	sur la roche solide, exposée au coup de vagues du large	103
7869		160	404		p 13				niv. moyen des marées (zone des Fucus)	4	1		t	1378		houbin	sur la roche solide, exposée au coup de vagues du large	103
7870		160	503		p 13				niv. moyen des marées (zone des Fucus)	4	1		t	1378		houbin	sur la roche solide, exposée au coup de vagues du large	103
7875		160	61		p 13				niv. moyen des marées (zone des Fucus)	4	1		t	1378		houbin	sur la roche solide, exposée au coup de vagues du large	103
7876		160	435		p 13				niv. moyen des marées (zone des Fucus)	4	1		t	1378		houbin	sur la roche solide, exposée au coup de vagues du large	103
7877		160	469		p 13				niv. moyen des marées (zone des Fucus)	4	1		t	1378		houbin	sur la roche solide, exposée au coup de vagues du large	103
7879		160	517		p 13				niv. moyen des marées (zone des Fucus)	4	1		t	1378		houbin	sur la roche solide, exposée au coup de vagues du large	103
7882		160	5		p 13				niv. moyen des marées (zone des Fucus)	4	1		t	1378		houbin	sur la roche solide, exposée au coup de vagues du large	103
7883		160	289		p 13				niv. moyen des marées (zone des Fucus)	4	1		t	1378		houbin	sur la roche solide, exposée au coup de vagues du large	103
7893		160	340		p 13				niv. moyen des marées (zone des Fucus)	4	1		t	1378		houbin	sur la roche solide, exposée au coup de vagues du large	103
7894		160	7		p 154				niv. moyen des marées (zone des Fucus)	4	1		t	1378		houbin	sur la roche solide, exposée au coup de vagues du large	204
7973		125	582	et al.	p 17	assez abondant				4	1		t	1092		houbin	dans les byssus des moules	49
7908		160	493		p 13				niv. moyen des marées (zone des Fucus)	4	1		t	1378		houbin	sur la roche solide, exposée au coup de vagues du large	103
7911		160	425		p 154				niv. moyen des marées (zone des Fucus)	4	1		t	1378		houbin	sur la roche solide, exposée au coup de vagues du large	204
7912		160	410		p 13				niv. moyen des marées (zone des Fucus)	4	1		t	1378		houbin	sur la roche solide, exposée au coup de vagues du large	103
7915		160	370		p 154				niv. moyen des marées (zone des Fucus)	4	1		t	1378		houbin	sur la roche solide, exposée au coup de vagues du large	204
7919		273	323		p 150					1	1		t	1455		houbin	sable	54
